Latitude,Longitude,Total Deaths,Total Damages ('000 US$),Dis Mag Value
0,0,0.0,0.0,0.0
0,0,300.0,0.0,0.0
0,0,0.0,810000.0,0.0
0,0,2.0,15000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,35.0,0.0,7072.0
36.788,2.448,22.0,0.0,6.0
0,0,31.0,0.0,0.0
0,0,36.0,0.0,0.0
0,0,84.0,0.0,0.0
0,0,766.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,11.0,50000.0,0.0
0,0,0.0,5000.0,0.0
0,0,2.0,80000.0,0.0
-32.967,151.619,12.0,1000000.0,5.0
0,0,2.0,94300.0,0.0
0,0,2.0,13611.0,0.0
0,0,9.0,0.0,0.0
0,0,12.0,0.0,20.0
0,0,228.0,0.0,0.0
0,0,800.0,16200.0,0.0
21.861,89.763,1.0,0.0,5.0
0,0,180.0,0.0,0.0
0,0,15.0,0.0,0.0
0,0,100.0,0.0,0.0
0,0,70.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,67.0,0.0,0.0
0,0,35.0,0.0,0.0
0,0,30.0,0.0,0.0
0,0,31.0,0.0,0.0
0,0,69.0,0.0,0.0
0,0,44.0,0.0,0.0
0,0,23.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,1.0,4200000.0,20000.0
0,0,21.0,0.0,0.0
0,0,157.0,400000.0,0.0
0,0,26.0,0.0,0.0
0,0,67.0,0.0,0.0
29.987,99.195,8.0,164000.0,6.0
39.893,113.884,29.0,0.0,5.0
23.553,99.526,1.0,54000.0,6.0
29.882,106.804,4.0,0.0,5.0
31.583,102.433,0.0,0.0,6.0
0,0,4.0,0.0,0.0
0,0,550.0,485000.0,0.0
0,0,200.0,0.0,0.0
0,0,2000.0,2789000.0,0.0
0,0,0.0,0.0,0.0
0,0,100.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,0.0,5236.0,0.0
0,0,3.0,0.0,0.0
0,0,10.0,1100.0,0.0
0,0,0.0,20000.0,0.0
0,0,0.0,0.0,0.0
0,0,35.0,15000.0,0.0
0,0,0.0,0.0,0.0
0.259 S,78.449 W,4.0,0.0,5.0
0,0,0.0,389100.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,144.0,0.0,0.0
0,0,21.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,6.0,78200.0,96490.0
0,0,6.0,195500.0,0.0
0,0,0.0,155600.0,0.0
0,0,0.0,0.0,500.0
0,0,0.0,0.0,0.0
0,0,0.0,10000.0,0.0
0,0,0.0,120000.0,0.0
0,0,3.0,120000.0,0.0
0,0,10.0,350000.0,0.0
0,0,0.0,180000.0,0.0
0,0,0.0,60000.0,0.0
0,0,0.0,60000.0,0.0
0,0,5.0,240000.0,0.0
0,0,1.0,90000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,54.0,0.0,0.0
0,0,166.0,0.0,0.0
0,0,65.0,6000.0,23610.0
0,0,370.0,0.0,0.0
0,0,67.0,0.0,0.0
0,0,50.0,0.0,0.0
0,0,250.0,0.0,0.0
45.841,26.668,1.0,0.0,7.0
0,0,0.0,0.0,113.0
0,0,0.0,2250.0,0.0
0,0,0.0,2200.0,0.0
0,0,17.0,0.0,0.0
0,0,7.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,8.0,8500.0,0.0
0,0,0.0,0.0,0.0
0,0,3.0,100000.0,0.0
0,0,1.0,90000.0,0.0
0,0,1.0,90000.0,0.0
0,0,0.0,0.0,0.0
0,0,33.0,210000.0,0.0
0,0,25.0,335.0,0.0
0,0,2.0,0.0,0.0
37.001 N,103.863 E,1.0,0.0,6.0
35.986 N,100.245 E,126.0,58350.0,7.0
0,0,69.0,0.0,0.0
0,0,4.0,0.0,0.0
0,0,363.0,592000.0,206500.0
0,0,72.0,211000.0,438800.0
0,0,60.0,0.0,16600.0
0,0,56.0,16000.0,0.0
0,0,16.0,28000.0,0.0
0,0,144.0,157000.0,0.0
0,0,108.0,83000.0,0.0
0,0,115.0,688000.0,0.0
0,0,26.0,154000.0,0.0
0,0,68.0,743000.0,0.0
0,0,36.0,0.0,0.0
0,0,118.0,0.0,0.0
0,0,1.0,0.0,185.0
0,0,7.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,10.0,0.0,0.0
9.869 N,84.302 W ,1.0,19500.0,6.0
9.919 N,84.808 W,0.0,0.0,7.0
0,0,0.0,0.0,0.0
0,0,4.0,0.0,0.0
0,0,8.0,1200000.0,0.0
0,0,7.0,600000.0,0.0
0,0,0.0,60000.0,0.0
0,0,10.0,180000.0,0.0
0,0,15.0,1200000.0,0.0
0,0,24.0,1200000.0,0.0
0,0,0.0,120000.0,0.0
0,0,0.0,60000.0,0.0
0,0,1.0,10000.0,0.0
0,0,5.0,82000.0,0.0
37.457 N,68.273 E,24.0,0.0,5.0
0,0,0.0,28000.0,0.0
0,0,1729.0,7500000.0,0.0
0,0,1.0,0.0,0.0
9.685 N,83.073 W,47.0,100000.0,6.0
0,0,0.0,500000.0,0.0
0,0,69.0,28000.0,0.0
0,0,5.0,56000.0,0.0
0,0,138866.0,1780000.0,21360.0
38.993 N,70.423 E,130.0,0.0,6.0
0,0,415.0,60000.0,0.0
0,0,728.0,0.0,0.0
0,0,50.0,0.0,0.0
0,0,80.0,0.0,-15.0
45.54 S,72.58 W,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,473000.0,0.0
0,0,0.0,1560.0,0.0
0,0,3.0,0.0,100.0
0,0,37.0,0.0,0.0
0,0,121.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,65.0,150000.0,0.0
0,0,200.0,0.0,0.0
0,0,182.0,0.0,-7.0
0,0,1000.0,0.0,0.0
0,0,1700.0,0.0,0.0
0,0,329.0,0.0,0.0
0,0,20.0,2000.0,89510.0
0,0,24.0,0.0,0.0
0,0,196.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,18.0,0.0,0.0
45.54 S,72.58 W,0.0,15000.0,0.0
0,0,1.0,0.0,0.0
0,0,0.0,200000.0,0.0
0,0,141.0,6000.0,0.0
40.3 N,78.9. E,0.0,0.0,7.0
39.8 N,173.9 E,1.0,0.0,6.0
0,0,106.0,530000.0,554200.0
0,0,100.0,465330.0,0.0
0,0,14.0,110000.0,0.0
0,0,33.0,117560.0,0.0
0,0,1075.0,0.0,0.0
0,0,2000.0,0.0,0.0
0,0,200.0,0.0,0.0
0,0,26.0,14120.0,920.0
0,0,39.0,4800.0,0.0
0,0,16.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,308.0,0.0,0.0
3.554 N,77.442 W,2.0,0.0,7.0
0,0,10.0,0.0,0.0
0,0,45.0,0.0,0.0
0,0,50.0,400.0,0.0
0,0,0.0,0.0,800.0
0,0,350.0,0.0,0.0
0,0,0.0,0.0,0.0
9.59 N,84.04 W,0.0,0.0,5.0
9.542 N,82.418 W,0.0,0.0,6.0
14.40 N,90.60 W,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,5000.0,0.0
0,0,10.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,343.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,45.0,250000.0,0.0
0,0,109.0,96000.0,0.0
0,0,35.0,68700.0,0.0
0,0,0.0,90000.0,0.0
0,0,450.0,4000.0,0.0
0,0,41.0,25800.0,0.0
0,0,25.0,0.0,0.0
0,0,25.0,110000.0,0.0
0,0,88.0,3700.0,491100.0
7.123 N,7 W.887 ,11.0,0.0,7.0
0,0,0.0,0.0,0.0
0,0,168.0,412400.0,26333.0
33.377 N,71.317 E,14.0,0.0,6.0
0,0,150.0,0.0,0.0
0,0,11.0,7000.0,5620.0
0,0,0.0,260000.0,0.0
0,0,67.0,0.0,0.0
0,0,0.0,103100.0,0.0
0,0,2.0,274900.0,0.0
0,0,0.0,1500000.0,0.0
0,0,220.0,0.0,0.0
51.153 N,5.798 E,0.0,100000.0,6.0
0,0,15.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,7.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,200.0,0.0,0.0
0,0,4.0,250000.0,241.0
0,0,4.0,100000.0,0.0
0,0,0.0,100000.0,0.0
0,0,49.0,400000.0,0.0
0,0,29.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,30.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,56.0,0.0,0.0
0,0,0.0,2000000.0,0.0
0,0,0.0,120000.0,0.0
0,0,17.0,0.0,0.0
0,0,0.0,120000.0,1010.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
29.41 N,91.10 E,0.0,3150.0,7.0
0,0,49.0,0.0,0.0
0,0,248.0,170000.0,545400.0
0,0,96.0,146000.0,65830.0
0,0,35.0,76000.0,393000.0
0,0,48.0,3400.0,0.0
0,0,53.0,425000.0,0.0
0,0,0.0,53200.0,58000.0
0,0,0.0,0.0,130000.0
0,0,448.0,68700.0,0.0
0,0,47.0,110000.0,0.0
0,0,731.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,45.0
19.9 N,77.5 W,0.0,0.0,7.0
0,0,0.0,2590.0,90430.0
51.153Â° N,5.798Â° E,1.0,50000.0,6.0
0,0,0.0,30100.0,0.0
0,0,0.0,751700.0,0.0
0,0,20.0,0.0,0.0
36.50 N,3.00 E,0.0,0.0,5.0
0,0,21.0,900.0,12840.0
0,0,22.0,20000.0,550.0
0,0,200.0,0.0,0.0
29.888 N,31.223 E,552.0,1200000.0,6.0
0,0,63.0,0.0,20.0
0,0,0.0,22000.0,0.0
0,0,0.0,30000.0,0.0
0,0,2.0,420000.0,0.0
0,0,100.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,115.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,0.0,400000.0,247100.0
0,0,0.0,600000.0,40468.0
0,0,15.0,50000.0,100.0
0,0,0.0,92000.0,0.0
0,0,0.0,0.0,0.0
0,0,1.0,4600.0,4160.0
0,0,17.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,1000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,17000.0,0.0
0,0,31.0,0.0,0.0
0,0,28.0,0.0,607.0
0,0,162.0,0.0,0.0
0,0,14.0,0.0,160.0
0,0,50.0,0.0,161.0
0,0,38.0,0.0,0.0
0,0,8.0,0.0,0.0
0,0,300.0,0.0,97.0
0,0,9.0,0.0,56.0
0,0,25.0,0.0,100.0
0,0,4.0,0.0,0.0
0,0,15.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,100000.0,2300.0
0,0,0.0,0.0,0.0
0,0,0.0,1760.0,0.0
0,0,6.0,0.0,0.0
0,0,109.0,34000.0,0.0
0,0,0.0,0.0,600.0
0,0,31.0,88000.0,0.0
0,0,93.0,41000.0,0.0
0,0,15.0,0.0,0.0
23.027 N,101.062 E,0.0,0.0,6.0
0,0,0.0,0.0,5.0
0,0,131.0,0.0,0.0
0,0,59.0,0.0,0.0
0,0,41.0,27000.0,9500.0
0,0,120.0,0.0,0.0
0,0,28.0,433920.0,185.0
0,0,19.0,0.0,0.0
0,0,10.0,219670.0,180.0
0,0,10.0,12610.0,120.0
0,0,7.0,263670.0,83.0
0,0,1.0,286370.0,130.0
0,0,0.0,15890.0,102.0
0,0,0.0,7380.0,0.0
0,0,1000.0,6061000.0,0.0
0,0,513.0,0.0,0.0
0,0,75.0,0.0,0.0
6.47,-71.210,2.0,0.0,6.0
1.2 N,77.4 W,10.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,10.0,0.0,0.0
9.59 N,84.04 W,3.0,0.0,4.0
0,0,9.0,0.0,0.0
0,0,5.0,1000000.0,160.0
0,0,12.0,0.0,0.0
0,0,34.0,140000.0,19320.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,5.0,600000.0,0.0
0,0,6.0,380000.0,161.0
0,0,0.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,18.0,0.0,0.0
0,0,22.0,0.0,39700.0
0,0,15.0,0.0,0.0
0,0,250.0,0.0,0.0
0,0,200.0,500000.0,0.0
0,0,34.0,0.0,0.0
0,0,4.0,150000.0,8000.0
0,0,0.0,2000.0,0.0
0,0,130.0,125000.0,220.0
0,0,0.0,0.0,0.0
0,0,0.0,5000.0,0.0
0,0,11.0,0.0,0.0
0,0,0.0,200000.0,0.0
0,0,6.0,400000.0,170.0
0,0,0.0,0.0,80.0
0,0,0.0,2500.0,0.0
0,0,200.0,0.0,0.0
0,0,7385.0,0.0,7500000.0
0,0,10.0,500000.0,710.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,850.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,27.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,48.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,6.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,1.0,0.0,0.0
-4.511,139.022,120.0,0.0,6.0
0,0,1591.0,0.0,0.0
30.960 N,51.421 E,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,19.0,0.0,0.0
0,0,14.0,0.0,0.0
0,0,12.0,375000.0,0.0
0,0,10.0,0.0,0.0
0,0,0.0,1600000.0,0.0
0,0,9.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,7.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,5.0,50000.0,241.0
0,0,10.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,3.0,0.0,0.0
0,0,7.0,0.0,0.0
0,0,2.0,67.0,0.0
0,0,0.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
1.031,126.189,0.0,0.0,5.0
-8.081,125.129,0.0,0.0,6.0
0,0,0.0,0.0,0.0
0,0,6.0,341.0,0.0
0,0,0.0,0.0,0.0
0,0,18.0,0.0,0.0
0,0,45.0,0.0,0.0
0,0,18.0,0.0,0.0
0,0,41.0,0.0,0.0
0,0,43.0,0.0,0.0
0,0,50.0,0.0,0.0
0,0,109.0,0.0,0.0
0,0,18.0,0.0,0.0
0,0,200.0,0.0,0.0
30.167,50.921,100.0,0.0,6.0
0,0,0.0,2000.0,0.0
0,0,0.0,0.0,0.0
0,0,18.0,0.0,0.0
0,0,15.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,1.0,46000.0,169.0
0,0,109.0,176500.0,0.0
0,0,325.0,35000.0,2735.0
0,0,0.0,0.0,0.0
0,0,46.0,0.0,0.0
16.773,-99.328,3.0,0.0,7.0
0,0,0.0,83200.0,0.0
0,0,40.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,11.0,240000.0,0.0
0,0,0.0,0.0,169.0
0,0,1.0,60000.0,190.0
13.45 S,34.29 E,9.0,28000.0,6.0
0,0,35.0,0.0,0.0
0,0,13.0,0.0,9169.0
0,0,2.0,0.0,0.0
0,0,19.0,0.0,0.0
0,0,167.0,0.0,0.0
0,0,29.0,0.0,0.0
0,0,49.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,20.0,0.0,2692.0
0,0,38.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,14.0,0.0,0.0
0,0,72.0,0.0,0.0
0,0,97.0,61000.0,0.0
0,0,58.0,59200.0,0.0
0,0,30.0,35400.0,205.0
0,0,147.0,8000.0,0.0
0,0,22.0,4300.0,150.0
0,0,11.0,325.0,160.0
0,0,13.0,2860.0,0.0
0,0,44.0,6000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,10.0,50000.0,190.0
0,0,169.0,4800.0,23640.0
3.908 N,97.457 E,1.0,2100.0,6.0
0,0,60.0,0.0,0.0
36.961,49.414,40000.0,8000000.0,7.0
15.658 N,121.227 E,2412.0,369600.0,8.0
0,0,28.0,0.0,0.0
9.725,124.625,1.0,900.0,7.0
0,0,0.0,0.0,0.0
0,0,45.0,44000.0,0.0
-6.016,-77.229,200.0,1000.0,7.0
0,0,0.0,1000000.0,0.0
0,0,380.0,0.0,0.0
0,0,0.0,50000.0,0.0
0,0,0.0,36000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,50000.0,0.0
0,0,0.0,4500000.0,0.0
0,0,8.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,5000.0,0.0
0,0,0.0,5000.0,0.0
22.122 S,175.163 E,0.0,0.0,7.0
21.363 S,176.582 W,0.0,0.0,6.0
0,0,0.0,10000.0,0.0
0,0,14.0,0.0,0.0
0,0,5.0,0.0,40.0
0,0,0.0,0.0,0.0
0,0,0.0,400000.0,0.0
0,0,23.0,900000.0,0.0
0,0,0.0,60000.0,0.0
0,0,0.0,60000.0,0.0
0,0,0.0,60000.0,0.0
0,0,10.0,200000.0,0.0
0,0,10.0,230000.0,0.0
52.314 N,2.985 W,0.0,0.0,5.0
0,0,0.0,0.0,0.0
0,0,47.0,3400000.0,0.0
0,0,0.0,10000.0,0.0
0,0,0.0,60000.0,0.0
0,0,0.0,70000.0,0.0
0,0,18.0,900000.0,0.0
0,0,18.0,350000.0,0.0
0,0,0.0,0.0,0.0
40.9 N,22.5 E,1.0,0.0,6.0
38.00 N,23.44 E,0.0,0.0,5.0
0,0,3.0,0.0,0.0
0,0,0.0,0.0,145.0
0,0,200.0,0.0,0.0
0,0,5.0,100000.0,41830.0
0,0,0.0,0.0,145.0
1.186,122.857,5.0,0.0,8.0
9.904 S,101.120 E,0.0,0.0,6.0
7.9 S,112.3 E,33.0,8000.0,0.0
0,0,50.0,0.0,0.0
0,0,22.0,0.0,0.0
0,0,500.0,0.0,0.0
0,0,120.0,2200000.0,0.0
0,0,69.0,0.0,0.0
0,0,21.0,0.0,17800.0
0,0,30.0,0.0,0.0
0,0,957.0,580000.0,0.0
0,0,250.0,112800.0,0.0
0,0,86.0,0.0,0.0
0,0,178.0,0.0,0.0
0,0,58.0,0.0,0.0
0,0,74.0,0.0,0.0
0,0,90.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,30000.0,0.0
0,0,1.0,60000.0,0.0
0,0,1.0,20000.0,0.0
28.251 N,55.462 E,21.0,232300.0,7.0
0,0,0.0,77400.0,0.0
0,0,21.0,0.0,0.0
40.38 N,15.48 E,2.0,0.0,5.0
37.300 N,15.438 E,19.0,500000.0,5.0
0,0,0.0,880000.0,0.0
0,0,0.0,705000.0,0.0
0,0,6.0,20000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,13000.0,0.0
0,0,27.0,1700000.0,0.0
0,0,40.0,4000000.0,0.0
5.289 N,31.859 E,0.0,0.0,7.0
0,0,44.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,127.0,38000.0,10440.0
0,0,40.0,0.0,0.0
0,0,27.0,6000.0,0.0
0,0,0.0,47000.0,0.0
0,0,33.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,22.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,90000.0,0.0
0,0,0.0,90000.0,0.0
0,0,0.0,5000.0,0.0
0,0,0.0,5000.0,0.0
0,0,0.0,90000.0,0.0
0,0,0.0,90000.0,0.0
0,0,38.0,90700.0,0.0
0,0,36.0,0.0,101.0
0,0,0.0,110000.0,23.0
0,0,106.0,0.0,0.0
0,0,588.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,8.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,60.0,0.0,0.0
11.426 N,86.301 W,0.0,0.0,6.0
0,0,4.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,20.0,1200000.0,0.0
0,0,0.0,180000.0,0.0
0,0,0.0,70000.0,0.0
0,0,0.0,60000.0,0.0
0,0,0.0,180000.0,0.0
0,0,0.0,60000.0,0.0
0,0,0.0,10000.0,0.0
0,0,0.0,120000.0,0.0
0,0,30.0,0.0,0.0
0,0,150.0,0.0,0.0
35.121 N,70.486 E,11.0,0.0,7.0
28.925 N,66.331 E,11.0,1000.0,6.0
27.429 N,65.79 E,0.0,0.0,6.0
0,0,18.0,0.0,0.0
15.78 S,71.85 W,0.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,21.0,0.0,0.0
0,0,33.0,0.0,0.0
11.76,121.899,4.0,0.0,7.0
0,0,98.0,43.0,3620.0
0,0,64.0,0.0,150.0
0,0,503.0,388500.0,240.0
0,0,85.0,0.0,0.0
0,0,85.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,21.0,0.0,0.0
0,0,0.0,64000.0,3046.0
0,0,50.0,0.0,0.0
3.5 S,144 E,0.0,0.0,0.0
0,0,0.0,50000.0,0.0
45.841,26.668,9.0,0.0,7.0
15.13 N,120.35 E,640.0,211000.0,0.0
0,0,5956.0,100000.0,0.0
9.685 N,83.073 W,30.0,0.0,7.0
0,0,60.0,0.0,0.0
0,0,57.0,13200.0,1000.0
42.8 N,44 E,8.0,0.0,6.0
14.646 N,90.986 W,14.0,0.0,5.0
30.780 N,78.774 E,1500.0,60000.0,6.0
0,0,88.0,0.0,0.0
0,0,54.0,105000.0,21910.0
0,0,23.0,0.0,0.0
0,0,472.0,24000.0,3060.0
0,0,12.0,0.0,0.0
15.679 S,71.274 W,11.0,0.0,5.0
0,0,50.0,0.0,0.0
44.888 N,22.407 E,0.0,0.0,6.0
0,0,524.0,0.0,0.0
0,0,22.0,0.0,0.0
0,0,108.0,50000.0,40940.0
0,0,0.0,0.0,0.0
0,0,125.0,0.0,0.0
0,0,0.0,0.0,200.0
0,0,13.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,0.0,772000.0,0.0
0,0,0.0,0.0,0.0
0,0,48.0,900000.0,0.0
0,0,5.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,5.0,0.0,-20.0
0,0,23.0,0.0,0.0
0,0,180.0,0.0,0.0
0,0,22.0,10000.0,0.0
1.196 N,122.787 E,0.0,0.0,7.0
8.099 S,125.681 E,28.0,18000.0,7.0
1.36 N,124.79 E,0.0,1000.0,0.0
0,0,97.0,0.0,0.0
0,0,15.0,14800.0,0.0
0,0,33.0,0.0,0.0
0,0,55.0,0.0,0.0
0,0,48.0,0.0,0.0
0,0,35.0,0.0,0.0
0,0,41.0,0.0,0.0
0,0,115.0,0.0,0.0
0,0,59.0,0.0,0.0
0,0,30.0,0.0,0.0
0,0,72.0,100000.0,491400.0
0,0,99.0,118000.0,0.0
0,0,84.0,40000.0,91960.0
0,0,185.0,0.0,0.0
0,0,0.0,4000.0,160.0
30.6 N,50.2 E,0.0,0.0,5.0
0,0,6.0,28000.0,448300.0
0,0,28.0,404000.0,0.0
0,0,0.0,1400.0,624200.0
0,0,22.0,0.0,160.0
36.12 N,44.01 E,20.0,0.0,6.0
0,0,5.0,0.0,0.0
37.734,15.004,0.0,0.0,0.0
0,0,15.0,30000.0,7560.0
0,0,8.0,0.0,0.0
0,0,2.0,0.0,0.0
32.75 N,130.3 E,43.0,10000.0,0.0
0,0,11.0,5000.0,100.0
0,0,0.0,81500.0,0.0
0,0,6.0,0.0,0.0
0,0,18.0,0.0,0.0
0,0,66.0,10000000.0,0.0
0,0,26.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,100.0,150000.0,55860.0
0,0,72.0,310000.0,90.0
0,0,0.0,0.0,0.0
0,0,0.0,1000.0,132.0
0,0,0.0,150.0,0.0
0,0,27.0,30000.0,0.0
0,0,36.0,0.0,120.0
0,0,0.0,30000.0,144.0
0,0,52.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,0.0,2000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
23.5 N,96.3 E,0.0,0.0,7.0
0,0,23.0,79840.0,1011.0
0,0,6.0,0.0,0.0
0,0,4.0,0.0,0.0
0,0,0.0,0.0,210.0
0,0,263.0,0.0,0.0
0,0,224.0,0.0,0.0
0,0,2618.0,0.0,0.0
0,0,7289.0,0.0,30000.0
0,0,400.0,0.0,0.0
0,0,0.0,80000.0,500.0
0,0,2.0,0.0,0.0
0,0,1334.0,0.0,0.0
0,0,51.0,0.0,0.0
0,0,6.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
38.993,70.423,300.0,10000.0,6.0
0,0,24.0,0.0,0.0
0,0,25.0,0.0,0.0
0,0,523.0,0.0,53.0
9.542 N,82.418 W,0.0,0.0,6.0
0,0,43.0,0.0,0.0
5.982 S S,77.094 W,53.0,0.0,7.0
0,0,25.0,0.0,-8.0
0,0,1726.0,0.0,0.0
0,0,8000.0,0.0,0.0
0,0,0.0,0.0,0.0
14 N,121 E,0.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,10.0,1300.0,0.0
0,0,2.0,0.0,100.0
0,0,65.0,90000.0,260.0
0,0,47.0,85000.0,0.0
0,0,4.0,0.0,0.0
0,0,9.0,0.0,0.0
0,0,200.0,0.0,0.0
0,0,0.0,0.0,1824.0
45.5 N,21.3 E,0.0,0.0,6.0
0,0,60.0,0.0,0.0
0,0,42.0,0.0,0.0
0,0,55.0,0.0,0.0
0,0,15.0,400000.0,0.0
0,0,50.0,78000.0,0.0
0,0,0.0,500300.0,0.0
0,0,25.0,155000.0,0.0
42.503 N,45.073 E,1.0,0.0,7.0
0,0,5.0,50000.0,0.0
0,0,500.0,57850.0,0.0
31.726 N,50.778 E,5.0,0.0,5.0
42.142 N,73.575 E,54.0,130000.0,8.0
0,0,60.0,74200.0,0.0
8.482 S,121.930 E,2500.0,100000.0,8.0
11.742 N,87.340 W,179.0,25000.0,7.0
0,0,0.0,0.0,0.0
0,0,22.0,0.0,109.0
0,0,0.0,0.0,0.0
0,0,1.0,1600.0,0.0
0,0,47.0,400000.0,0.0
0,0,3.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,1.0,0.0,0.0
14.40 N,90.60 W,0.0,0.0,0.0
0,0,206.0,0.0,0.0
0,0,1.0,300000.0,0.0
0,0,0.0,219700.0,0.0
0,0,2.0,0.0,0.0
0,0,0.0,384000.0,0.0
7.138 S,109.067 E,0.0,0.0,5.0
0,0,75.0,5400.0,0.0
0,0,57.0,0.0,122.0
0,0,51.0,182100.0,0.0
0,0,16.0,0.0,0.0
0,0,86.0,0.0,0.0
0,0,60.0,0.0,0.0
0,0,25.0,0.0,140.0
0,0,275.0,0.0,0.0
0,0,179.0,69000.0,0.0
0,0,63.0,2969100.0,1100.0
0,0,0.0,0.0,0.0
0,0,0.0,550000.0,0.0
0,0,2.0,10000.0,0.0
0,0,0.0,687300.0,0.0
35.106 N,139.644 E,0.0,0.0,6.0
32.75 N,130.3 E,0.0,0.0,0.0
0,0,11.0,0.0,180.0
0,0,0.0,0.0,100.0
42.01 N,74.01 E,4.0,31000.0,7.0
0,0,50.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,5.0,0.0,0.0
0,0,10.0,21828.0,0.0
0,0,22.0,3650.0,0.0
