Latitude,Longitude,Total Deaths,Total Damages ('000 US$),Dis Mag Value
0,0,11.0,0.0,0.0
13.049,-88.66,6.0,50.0,8.0
0,0,122.0,10000.0,0.0
0,0,63.0,0.0,0.0
23.419,70.232,20005.0,2623000.0,8.0
0,0,125.0,0.0,-22.0
0,0,28.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,3.0,0.0,-47.0
0,0,4.0,38.0,0.0
0,0,9.0,0.0,0.0
0,0,11.0,290000.0,0.0
0,0,0.0,0.0,0.0
0,0,79.0,36000.0,200000.0
0,0,59.0,6700.0,0.0
0,0,13.0,0.0,0.0
0,0,4.0,450500.0,0.0
36.479,71.086,1.0,0.0,6.0
0,0,1.0,13000.0,0.0
0,0,7.0,0.0,0.0
0,0,10.0,370000.0,0.0
0,0,4.0,1204950.0,0.0
0,0,3.0,50.0,270.0
0,0,16.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,69.0,27399.0,150.0
0,0,8.0,0.0,0.0
0,0,64.0,0.0,-26.0
0,0,0.0,1750000.0,0.0
0,0,0.0,0.0,0.0
0,0,60.0,0.0,0.0
0,0,69.0,0.0,-35.0
0,0,0.0,0.0,7900.0
0,0,47.0,0.0,0.0
0,0,1600.0,0.0,7600000.0
0,0,1.0,0.0,0.0
0,0,0.0,0.0,1.0
0,0,0.0,0.0,0.0
0,0,0.0,170000.0,0.0
0,0,233.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,160.0
0,0,2.0,0.0,5.0
0,0,3.0,19000.0,0.0
0,0,2.0,4000.0,0.0
0,0,0.0,1600.0,0.0
0,0,2.0,62500.0,0.0
0,0,0.0,200500.0,0.0
0,0,2.0,1500000.0,0.0
0,0,1.0,500000.0,0.0
0,0,0.0,100000.0,0.0
0,0,43.0,15000.0,150.0
0,0,18.0,165000.0,0.0
0,0,25.0,0.0,20.0
0,0,36.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,0.0,0.0,0.0
-16.423,168.214,12.0,0.0,8.0
0,0,10.0,300000.0,0.0
0,0,1.0,100000.0,0.0
0,0,0.0,200000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,250000.0,0.0
-16.66,-72.662,1.0,0.0,7.0
40.758,31.161,845.0,1000000.0,7.0
23.772,120.982,2264.0,14100000.0,8.0
0,0,40.0,19500.0,500.0
0,0,23.0,6300.0,0.0
0,0,0.0,0.0,10.0
0,0,9.0,450000.0,321.0
0,0,2.0,200500.0,0.0
0,0,12.0,0.0,0.0
0,0,48.0,1000000.0,0.0
0,0,143.0,247000.0,0.0
0,0,257.0,1000000.0,40.0
0,0,231.0,10936.0,270.0
0,0,70.0,7000000.0,200.0
0,0,0.0,0.0,0.0
0,0,21.0,0.0,0.0
0,0,115.0,0.0,0.0
0,0,11.0,0.0,0.0
0,0,14.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,27.0,0.0,138.0
0,0,1.0,0.0,0.0
0,0,0.0,0.0,0.0
-13.64,-74.43,0.0,1100.0,4.0
0,0,40.0,0.0,0.0
0,0,60.0,0.0,250.0
0,0,14.0,0.0,0.0
15.766,119.74,6.0,1794.0,7.0
0,0,34.0,6000.0,58.0
0,0,130.0,18000.0,0.0
0,0,0.0,0.0,0.0
0,0,19.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,58.0,0.0,0.0
0,0,7.0,1800.0,0.0
0,0,10.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,2210.0,0.0
0,0,47.0,33795.0,0.0
0,0,11.0,4007.0,0.0
0,0,1.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,33.0,14675.0,0.0
0,0,2.0,43228.0,0.0
0,0,3.0,10000.0,0.0
0,0,154.0,0.0,-27.0
0,0,1.0,150000.0,0.0
0,0,42.0,2000.0,1400.0
0,0,0.0,0.0,0.0
0,0,19.0,10000.0,0.0
0,0,15.0,50000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
42.962,46.954,0.0,900.0,3.0
43.21 N,46.82 E,1.0,0.0,7.0
0,0,0.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,0.0,0.0,-50.0
0,0,162.0,0.0,0.0
0,0,0.0,0.0,22.0
0,0,0.0,113336.0,5861.0
0,0,33.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,44.0,0.0,0.0
0,0,27.0,0.0,0.0
0,0,5.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,36.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,45.0,0.0,0.0
0,0,210.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,102.0,0.0,0.0
0,0,165.0,0.0,0.0
0,0,22.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,132.0,0.0,0.0
0,0,7.0,1500.0,0.0
0,0,15.0,0.0,0.0
0,0,0.0,415000.0,100.0
0,0,11.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,2.0,113300.0,1157.0
0,0,3.0,160000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,1650.0
0,0,10.0,0.0,0.0
0,0,0.0,267.0,4.0
0,0,3.0,0.0,960.0
0,0,7.0,13000.0,162.0
0,0,0.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,27.0,6154.0,45.0
0,0,0.0,200.0,0.0
0,0,3.0,0.0,0.0
40.748,29.864,17127.0,20000000.0,8.0
40.709,30.045,6.0,0.0,6.0
0,0,0.0,0.0,5.0
40.711,29.949,1.0,0.0,5.0
40.74 N,30.26 E,3.0,0.0,6.0
23.445,120.506,1.0,800.0,6.0
0,0,56.0,0.0,0.0
0,0,31.0,0.0,0.0
0,0,91.0,0.0,0.0
0,0,15.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,18.0,200500.0,161.0
0,0,0.0,0.0,0.0
0,0,49.0,2760000.0,320.0
0,0,1.0,150000.0,250.0
0,0,4.0,7000.0,0.0
0,0,3.0,70000.0,200.0
0,0,6.0,100000.0,120.0
0,0,3.0,62500.0,0.0
0,0,0.0,0.0,688.0
0,0,0.0,92000.0,250.0
0,0,1.0,0.0,202.0
0,0,0.0,1100000.0,0.0
0,0,3.0,0.0,109.0
0,0,0.0,300.0,0.0
0,0,24.0,0.0,0.0
0,0,0.0,0.0,215.0
0,0,5.0,0.0,0.0
0,0,30000.0,3160000.0,350.0
0,0,0.0,0.0,0.0
0,0,3.0,180000.0,215.0
0,0,10.0,0.0,0.0
0,0,622.0,237000.0,947.0
0,0,127.0,53000.0,288.0
0,0,0.0,0.0,1650.0
0,0,32.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,5.0,25000.0,200.0
0,0,4.0,13300.0,0.0
0,0,4.0,0.0,0.0
0,0,21.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,3.0,0.0,0.0
0,0,23.0,0.0,0.0
0,0,44.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,393.0,0.0,0.0
0,0,32.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,89.0,150000.0,120.0
0,0,22.0,0.0,0.0
0,0,50.0,4080.0,16700.0
48.786,142.246,0.0,920.0,7.0
0,0,3.0,0.0,55000.0
0,0,0.0,166000.0,0.0
-3.98,152.169,2.0,0.0,8.0
0,0,0.0,0.0,8500.0
0,0,1.0,0.0,0.0
0,0,4.0,350000.0,0.0
0,0,11.0,1000.0,46.0
0,0,0.0,0.0,0.0
0,0,5.0,0.0,0.0
0,0,12.0,1201.0,0.0
0,0,46.0,6000000.0,0.0
0,0,57.0,10000.0,0.0
0,0,0.0,1000.0,0.0
0,0,0.0,0.0,160.0
0,0,24.0,0.0,46.0
0,0,10.0,0.0,0.0
0,0,95.0,0.0,0.0
0,0,4.0,0.0,0.0
0,0,1.0,1300.0,0.0
0,0,11.0,0.0,0.0
0,0,0.0,0.0,69.0
0,0,287.0,0.0,0.0
0,0,11.0,0.0,0.0
13.257,123.685,0.0,2214.0,0.0
0,0,0.0,0.0,3.0
0,0,11.0,7500.0,185.0
0,0,75.0,25763.0,200.0
0,0,154.0,17000.0,140.0
0,0,94.0,31000.0,120.0
0,0,48.0,1000.0,135.0
0,0,1.0,0.0,0.0
0,0,84.0,0.0,-23.0
0,0,4.0,0.0,100.0
0,0,8.0,0.0,-5.0
0,0,2.0,0.0,153.0
0,0,14.0,0.0,0.0
0,0,0.0,500.0,0.0
0,0,9.0,100000.0,932.0
0,0,6.0,0.0,43.0
0,0,0.0,500000.0,26000.0
0,0,0.0,7000.0,0.0
0,0,0.0,1622.0,0.0
0,0,1.0,0.0,0.0
0,0,2.0,30000.0,192100.0
0,0,20.0,0.0,0.0
0,0,9.0,50.0,0.0
0,0,13.0,0.0,0.0
0,0,0.0,0.0,-9.0
0,0,232.0,0.0,-7.0
0,0,0.0,0.0,250.0
0,0,0.0,0.0,930.0
0,0,0.0,0.0,1000.0
0,0,0.0,0.0,120.0
0,0,0.0,0.0,400.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,5273.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,7.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,57.0,0.0,0.0
0,0,76.0,0.0,0.0
0,0,186.0,0.0,70000.0
0,0,0.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,38.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,24.0,0.0,0.0
0,0,0.0,0.0,46000.0
0,0,0.0,0.0,51400.0
0,0,230.0,0.0,0.0
0,0,14.0,0.0,0.0
0,0,54.0,0.0,0.0
0,0,390.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,100.0
0,0,0.0,0.0,0.0
0,0,3.0,0.0,42.0
0,0,0.0,0.0,0.0
0,0,6.0,0.0,0.0
0,0,0.0,50.0,0.0
0,0,32.0,0.0,0.0
0,0,602.0,0.0,0.0
0,0,607.0,0.0,0.0
0,0,51.0,57500.0,630.0
0,0,9.0,506.0,0.0
0,0,2.0,0.0,0.0
0,0,89.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,47.0,51050.0,2050.0
37.451,69.498,0.0,0.0,5.0
0,0,0.0,57000.0,2500.0
39.566,54.799,11.0,0.0,7.0
38.164,38.777,1.0,0.0,5.0
40.693,32.992,2.0,0.0,6.0
0,0,2.0,40000.0,17000.0
0,0,0.0,0.0,8.0
0,0,0.0,0.0,0.0
0,0,14.0,135000.0,322.0
-7.977,30.709,1.0,0.0,7.0
0,0,36.0,0.0,18960.0
0,0,16.0,0.0,0.0
0,0,8.0,0.0,0.0
0,0,9.0,0.0,0.0
0,0,4.0,0.0,0.0
0,0,22.0,0.0,0.0
0,0,224.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,85000.0,0.0
0,0,2.0,0.0,0.0
0,0,4.0,0.0,72.0
0,0,4.0,120000.0,0.0
0,0,7.0,0.0,-8.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,96.0
0,0,1.0,210000.0,0.0
0,0,22.0,0.0,249.0
0,0,5.0,450000.0,0.0
0,0,0.0,28500.0,0.0
0,0,1.0,8100.0,0.0
0,0,1.0,90000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
38.3788333,-122.4133333,0.0,50000.0,5.0
0,0,2.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,0.0,20000.0,86.0
0,0,12.0,500000.0,0.0
0,0,2.0,219000.0,0.0
0,0,35.0,0.0,38.0
0,0,0.0,0.0,113.0
0,0,0.0,1500000.0,194.0
0,0,0.0,0.0,16.0
0,0,0.0,0.0,85.0
0,0,0.0,0.0,607.0
0,0,0.0,0.0,2363.0
0,0,14.0,1000000.0,680000.0
0,0,0.0,1100000.0,0.0
0,0,0.0,0.0,0.0
0,0,2.0,100000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,50000.0,860.0
0,0,2.0,0.0,77730.0
0,0,13.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,460.0,250000.0,1400.0
0,0,36.0,15000.0,49140.0
0,0,33.0,0.0,0.0
0,0,40.0,0.0,0.0
0,0,15.0,5000.0,0.0
0,0,5.0,21000.0,120.0
0,0,3.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,35.0,0.0
0,0,32.0,0.0,0.0
0,0,3.0,0.0,25650.0
0,0,83.0,160000.0,0.0
0,0,7.0,0.0,0.0
0,0,0.0,10000.0,0.0
0,0,181.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,163.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,70.0,72900.0,295.0
0,0,93.0,0.0,0.0
0,0,11.0,0.0,0.0
0,0,8.0,0.0,0.0
0,0,6.0,0.0,10600.0
13.049,-88.66,844.0,1500000.0,8.0
13.671,-88.938,315.0,348500.0,7.0
0,0,50.0,45000.0,9990.0
0,0,12.0,0.0,45210.0
0,0,58.0,0.0,0.0
23.419,70.232,12.0,500.0,8.0
0,0,0.0,0.0,0.0
0,0,2.0,0.0,845.0
0,0,55.0,6000.0,45.0
0,0,0.0,15000.0,124.0
0,0,145.0,100.0,-57.0
-9.278,33.766,0.0,0.0,4.0
0,0,13.0,0.0,0.0
0,0,14.0,0.0,0.0
36.424,70.881,0.0,0.0,6.0
35.169,69.389,4.0,0.0,5.0
0,0,177.0,0.0,0.0
0,0,114.0,0.0,0.0
0,0,40.0,0.0,0.0
0,0,48.0,0.0,24780.0
0,0,30.0,0.0,0.0
0,0,9.0,0.0,0.0
0,0,1.0,750000.0,4200.0
0,0,14.0,0.0,-28.0
0,0,0.0,0.0,600.0
0,0,0.0,0.0,0.0
0,0,16.0,15000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,13000.0,32100.0
0,0,0.0,0.0,0.0
0,0,3.0,200000.0,30880.0
0,0,0.0,0.0,280.0
0,0,0.0,90000.0,5500.0
0,0,57.0,0.0,0.0
0,0,21.0,0.0,0.0
0,0,300.0,0.0,0.0
0,0,6.0,0.0,0.0
0,0,1447.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,12.0,0.0,150.0
0,0,9.0,0.0,0.0
0,0,12.0,0.0,100.0
0,0,193.0,0.0,0.0
0,0,6.0,0.0,7.0
0,0,21.0,0.0,80.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,50.0
0,0,2.0,0.0,0.0
0,0,0.0,300000.0,0.0
0,0,0.0,0.0,0.0
0,0,30.0,250000.0,233.0
0,0,0.0,0.0,100.0
0,0,9.0,0.0,-6.0
0,0,13.0,0.0,0.0
0,0,23.0,0.0,5180.0
0,0,0.0,0.0,0.0
0,0,343.0,0.0,0.0
0,0,3.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,0.0,0.0,-31.0
0,0,2.0,0.0,0.0
0,0,0.0,0.0,30.0
0,0,4.0,0.0,0.0
0,0,6.0,24000.0,0.0
36.429,70.438,150.0,0.0,6.0
36.062,69.315,1000.0,0.0,6.0
35.959,69.417,50.0,0.0,6.0
-28.937,-66.797,0.0,0.0,6.0
0,0,17.0,0.0,2250.0
0,0,1.0,180000.0,0.0
0,0,0.0,0.0,18940.0
0,0,0.0,0.0,100.0
0,0,76.0,100000.0,0.0
0,0,6.0,0.0,0.0
0,0,14.0,200000.0,166900.0
0,0,0.0,2000000.0,0.0
0,0,74.0,11000.0,0.0
0,0,39.0,0.0,1170.0
0,0,7.0,0.0,3650.0
0,0,5.0,0.0,0.0
0,0,17.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,60.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,82.0,0.0,0.0
0,0,2500.0,0.0,0.0
0,0,35.0,0.0,0.0
0,0,3.0,0.0,0.0
0,0,35.0,0.0,0.0
0,0,100.0,0.0,0.0
0,0,8.0,0.0,0.0
0,0,1.0,17500.0,11920.0
0,0,0.0,0.0,0.0
0,0,4.0,0.0,0.0
0,0,4.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,3.0,0.0,0.0
0,0,0.0,0.0,120.0
0,0,2.0,50000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,9.0,2400000.0,0.0
0,0,2.0,5000.0,0.0
0,0,1.0,0.0,160.0
0,0,0.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,68.0,0.0,0.0
0,0,6.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,5.0,5000.0,140.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,50.0,0.0,0.0
0,0,10.0,0.0,1000.0
0,0,31.0,0.0,0.0
0,0,49.0,0.0,85.0
0,0,700.0,0.0,3.0
0,0,96.0,0.0,0.0
0,0,32.0,0.0,90.0
0,0,10.0,0.0,0.0
0,0,1.0,1000.0,0.0
0,0,20.0,0.0,0.0
0,0,0.0,0.0,150.0
0,0,57.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,13.0,0.0,0.0
0,0,0.0,200.0,110.0
0,0,1.0,0.0,0.0
0,0,6.0,0.0,0.0
0,0,0.0,0.0,5530.0
0,0,0.0,0.0,2670.0
0,0,2.0,0.0,0.0
0,0,43.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,3.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,2.0,0.0,62180.0
0,0,3.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,80000.0,170.0
0,0,25.0,0.0,0.0
0,0,4.0,0.0,210.0
0,0,54.0,0.0,6740.0
0,0,10.0,0.0,0.0
0,0,9.0,0.0,115300.0
0,0,4.0,0.0,0.0
0,0,0.0,0.0,57420.0
0,0,1.0,2000.0,36500.0
0,0,4.0,300000.0,30000.0
0,0,1.0,0.0,100.0
0,0,0.0,0.0,0.0
0,0,1058.0,0.0,2000000.0
0,0,1.0,0.0,19480.0
0,0,0.0,0.0,1000.0
0,0,0.0,5000.0,163.0
0,0,0.0,0.0,0.0
24.768,99.061,2.0,31000.0,6.0
0,0,27.0,300000.0,14700.0
4.022,9.2,30.0,0.0,1080.0
0,0,921.0,300000.0,970.0
0,0,0.0,0.0,480.0
0,0,257.0,0.0,1270.0
0,0,15.0,0.0,9125.0
0,0,34.0,0.0,0.0
0,0,0.0,0.0,960.0
0,0,0.0,0.0,0.0
0,0,41.0,14000.0,0.0
0,0,0.0,0.0,0.0
27.689,101.003,2.0,36000.0,6.0
24.455,102.66,0.0,0.0,5.0
26.316,100.648,1.0,0.0,6.0
0,0,29.0,78000.0,0.0
0,0,35.0,17000.0,5570.0
0,0,46.0,5000.0,6800.0
0,0,0.0,0.0,0.0
0,0,66.0,167000.0,4800.0
0,0,166.0,120000.0,3600.0
0,0,74.0,0.0,0.0
0,0,19.0,60000.0,0.0
0,0,11.0,0.0,0.0
0,0,14.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,125.0,470000.0,0.0
0,0,33.0,2743000.0,169.0
0,0,100.0,40000.0,0.0
0,0,0.0,85000.0,150.0
0,0,0.0,0.0,0.0
0,0,4.0,213000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,233000.0
0,0,11.0,24000.0,0.0
0,0,22.0,0.0,0.0
0,0,15.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,175.0,0.0,0.0
0,0,21.0,0.0,2610994.0
0,0,3.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,19.0,0.0,0.0
0,0,0.0,0.0,130.0
0,0,5.0,0.0,50.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,14.0,0.0,0.0
0,0,80.0,0.0,0.0
0,0,0.0,0.0,120.0
0,0,0.0,0.0,0.0
0,0,5.0,100000.0,250.0
0,0,0.0,60000.0,0.0
0,0,6.0,300000.0,100.0
0,0,3.0,10.0,0.0
-1.467,-78.442,0.0,10975.0,0.0
0,0,11.0,0.0,2130.0
0,0,47.0,0.0,0.0
0,0,2.0,0.0,0.0
0,0,10.0,72000.0,140.0
0,0,5.0,0.0,0.0
0,0,311.0,0.0,0.0
0,0,118.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,1.0,0.0,220.0
0,0,12.0,0.0,149.0
0,0,2.0,0.0,0.0
0,0,3.0,132350.0,78100.0
0,0,0.0,0.0,9210.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,50.0,0.0,0.0
0,0,0.0,0.0,5680.0
0,0,11.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,12.0,0.0,420.0
0,0,0.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,9.0,0.0,200.0
0,0,12.0,0.0,0.0
0,0,1.0,0.0,0.0
39.059,24.244,0.0,0.0,7.0
0,0,8.0,100.0,0.0
0,0,0.0,0.0,0.0
0,0,21.0,5000.0,219.0
0,0,0.0,0.0,100.0
0,0,26.0,0.0,0.0
0,0,0.0,20.0,0.0
0,0,0.0,5000.0,0.0
0,0,81.0,0.0,-20.0
-6.99,108.275,0.0,0.0,5.0
-4.68,102.562,0.0,0.0,7.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,21.0,0.0,0.0
0,0,48.0,26000.0,0.0
0,0,5.0,0.0,0.0
0,0,100.0,90000.0,105100.0
0,0,86.0,116924.0,4470.0
0,0,0.0,0.0,0.0
0,0,27.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,55.0,0.0,0.0
0,0,78.0,0.0,0.0
0,0,0.0,0.0,80.0
0,0,48.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,33.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,28.0,0.0,0.0
0,0,10.0,0.0,0.0
0,0,158.0,26000.0,550.0
0,0,146.0,103000.0,0.0
33.007,60.276,0.0,0.0,5.0
0,0,32.0,0.0,2130.0
0,0,412.0,78800.0,77940.0
0,0,0.0,0.0,27360.0
0,0,32.0,25000.0,7440.0
0,0,0.0,175000.0,0.0
37.734,15.004,0.0,3100.0,0.0
0,0,2.0,100000.0,69.0
0,0,1.0,55487.0,120.0
34.083,132.526,2.0,500000.0,7.0
0,0,9.0,800000.0,109.0
0,0,7.0,500000.0,126.0
0,0,5.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,14.0,0.0,0.0
0,0,5.0,0.0,0.0
0,0,12.0,0.0,0.0
0,0,56.0,15000.0,3000.0
0,0,0.0,0.0,0.0
0,0,62.0,76000.0,2230.0
0,0,8.0,0.0,2230.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,590.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,80.0
0,0,1.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,21.0,0.0,-25.0
0,0,15.0,2200.0,6400.0
0,0,21.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,3.0,400000.0,120.0
0,0,2.0,1000.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,100.0
0,0,15.0,0.0,-25.0
0,0,2.0,0.0,8.0
0,0,51.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,7.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,9.0,0.0,900.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,20.0,0.0,0.0
0,0,502.0,0.0,0.0
0,0,609.0,0.0,0.0
0,0,31.0,13000.0,52930.0
-1.757,134.297,8.0,0.0,8.0
0,0,0.0,0.0,0.0
0,0,793.0,3100000.0,252000.0
0,0,178.0,4200.0,17270.0
0,0,28.0,0.0,369950.0
0,0,6.0,87000.0,0.0
41.765,44.96,6.0,350000.0,5.0
0,0,31.0,1000.0,0.0
0,0,21.0,0.0,1490.0
41.789,14.872,30.0,796000.0,6.0
0,0,0.0,0.0,0.0
0,0,2.0,350000.0,29900.0
0,0,9.0,20000.0,0.0
0,0,53.0,0.0,0.0
0,0,21.0,345000.0,0.0
0,0,184.0,4200000.0,204.0
13.036,93.068,2.0,0.0,7.0
0,0,0.0,0.0,0.0
0,0,27.0,11600000.0,0.0
0,0,1.0,0.0,300.0
0,0,4.0,150000.0,0.0
0,0,4.0,0.0,150.0
0,0,4.0,30.0,100.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,212.0
0,0,27.0,33000.0,0.0
0,0,0.0,0.0,0.0
30.916,99.927,0.0,0.0,5.0
39.736,97.443,2.0,0.0,6.0
0,0,61.0,0.0,0.0
0,0,0.0,53000.0,0.0
0,0,0.0,943000.0,156100.0
0,0,11.0,38600.0,127600.0
0,0,16.0,0.0,3600.0
0,0,0.0,0.0,7900.0
0,0,10.0,0.0,0.0
0,0,16.0,0.0,0.0
0,0,15.0,0.0,0.0
0,0,22.0,0.0,0.0
0,0,25.0,0.0,0.0
0,0,7.0,0.0,43.0
0,0,20.0,0.0,0.0
0,0,349.0,0.0,0.0
0,0,0.0,0.0,2200.0
0,0,0.0,0.0,659.0
0,0,0.0,1210000.0,0.0
0,0,22.0,50000.0,124900.0
0,0,5.0,85000.0,0.0
0,0,0.0,0.0,0.0
0,0,165.0,540000.0,3520.0
0,0,26.0,100000.0,0.0
0,0,43.0,0.0,0.0
0,0,19.0,0.0,0.0
0,0,15.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,128.0,0.0,0.0
0,0,37.0,0.0,483000.0
0,0,70.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,1000.0,0.0
0,0,10.0,0.0,0.0
0,0,0.0,0.0,15870.0
0,0,0.0,23000.0,165.0
0,0,3.0,23000.0,173.0
0,0,0.0,1000.0,128.0
0,0,0.0,500.0,0.0
0,0,18.0,2400000.0,8000.0
0,0,2.0,20000.0,0.0
0,0,0.0,0.0,0.0
0,0,11.0,1800000.0,180.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,7.0,100000.0,150.0
0,0,1.0,0.0,0.0
0,0,3.0,500.0,0.0
0,0,29.0,1500.0,25340.0
0,0,13.0,0.0,23940.0
0,0,6.0,0.0,0.0
0,0,60.0,0.0,0.0
0,0,0.0,0.0,0.0
-1.467,-78.442,0.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,0.0,3000.0,0.0
30.2,31.41,0.0,0.0,4.0
0,0,4.0,0.0,560.0
0,0,14.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,22.0,0.0,282500.0
0,0,12.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,23.0,1190000.0,10480.0
0,0,4.0,1000.0,0.0
0,0,1.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,1.0,0.0,0.0
0,0,47.0,500.0,112.0
0,0,0.0,0.0,60.0
0,0,0.0,0.0,0.0
0,0,7.0,400000.0,155.0
0,0,0.0,0.0,0.0
0,0,7.0,50.0,200.0
0,0,1.0,0.0,0.0
0,0,0.0,0.0,0.0
0,0,4.0,0.0,860.0
0,0,23.0,0.0,0.0
0,0,0.0,0.0,0.0
37.747,21.087,0.0,0.0,6.0
0,0,0.0,0.0,0.0
0,0,0.0,0.0,0.0
